id,codigo,tipo,municipio,estado,coordenada_e,coordenada_n,altitude,latitude,longitude,data_levantamento,metodo,precisao_horizontal,precisao_vertical,observacoes,status,criado_em,atualizado_em
109,FHV-P-0323,P,Pauli,PR,650574.2501,7191670.768,959695,-25.384156861468476,-49.50325263705606,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
110,FHV-P-0324,P,Pauli,PR,650567.5696,7191643.837,961542,-25.384400657349794,-49.50331602737108,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
111,FHV-P-0325,P,Pauli,PR,650543.1677,7191606.764,960680,-25.38473780215447,-49.50355439763626,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
112,FHV-P-0326,P,Pauli,PR,650527.5031,7191590.054,959634,-25.384890235795048,-49.50370820701044,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
113,FHV-P-0327,P,Pauli,PR,650519.094,7191581.75,960983,-25.384966050462832,-49.50379084954939,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
114,FHV-P-0328,P,Pauli,PR,650774.059,7191405.853,959555,-25.38652816866976,-49.50123749295493,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
115,FHV-P-0329,P,Pauli,PR,650774.2692,7191232.065,958555,-25.388097021353694,-49.50121603026964,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
116,FHV-P-0330,P,Pauli,PR,650783.6874,7191232.345,960523,-25.388093539825977,-49.50112246447733,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
117,FHV-P-0331,P,Pauli,PR,650783.6874,7191232.345,960752,-25.388093539825977,-49.50112246447733,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
118,FHV-P-7101,P,Pauli,PR,651126.9418,7190597.619,982226,-25.393788723332772,-49.49764030635524,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
119,FHV-P-7102,P,Pauli,PR,651239.1208,7190625.008,970426,-25.3935300752271,-49.49652849771482,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
120,FHV-P-7103,P,Pauli,PR,651339.8181,7190674.73,964782,-25.393070975533462,-49.4955333024397,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
121,FHV-P-7104,P,Pauli,PR,651399.3875,7190640.886,964851,-25.393370443824644,-49.49493749609113,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
122,FHV-P-7107,P,Pauli,PR,651115.7343,7190509.909,979014,-25.394581662667132,-49.49774188669817,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
123,FHV-P-7110,P,Pauli,PR,651013.1425,7190645.787,981964,-25.393365436957687,-49.49877666255717,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
124,FHV-P-7111,P,Pauli,PR,650957.8068,7190733.284,980641,-25.392581170771113,-49.49933637477615,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
125,FHV-P-7112,P,Pauli,PR,650893.0771,7190841.373,979359,-25.39161195992825,-49.4999917368299,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
126,FHV-P-7113,P,Pauli,PR,650834.0506,7190937.127,979671,-25.390753522036956,-49.50058903332186,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
127,FHV-P-7114,P,Pauli,PR,650804.4115,7190985.657,978251,-25.390318419785007,-49.50088900185052,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
128,FHV-P-7115,P,Pauli,PR,650781.4404,7191038.825,977358,-25.38984077184641,-49.501123218504006,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
129,FHV-P-7116,P,Pauli,PR,650773.8479,7191076.745,969874,-25.38949921752926,-49.501202900812,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
130,FHV-P-7117,P,Pauli,PR,650772.7186,7191125.03,965950,-25.389063438404484,-49.50121950708601,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
131,FHV-P-7118,P,Pauli,PR,650873.5207,7191123.282,972.02,-25.3890690063799,-49.50021754443891,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
132,FHV-P-7119,P,Pauli,PR,651092.8544,7191113.96,968413,-25.389130916795523,-49.49803677413391,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
133,FHV-P-7120,P,Pauli,PR,651285.7365,7191200.944,964932,-25.388326081245214,-49.49612965152194,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
134,FHV-P-7121,P,Pauli,PR,651238.4222,7191199.801,965984,-25.38834120680256,-49.4965997277414,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
135,FHV-P-7122,P,Pauli,PR,651128.0664,7191202.833,966247,-25.388325041731832,-49.49769677029172,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
136,FHV-P-7123,P,Pauli,PR,651099.2849,7191219.078,966451,-25.38818131130012,-49.49798461267325,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
137,FHV-P-7124,P,Pauli,PR,651088.7315,7191221.281,967267,-25.388162494739863,-49.4980897372077,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
138,FHV-P-7126,P,Pauli,PR,650780.8132,7191759.721,957845,-25.383332934644013,-49.501209817014434,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
139,FHV-P-7127,P,Pauli,PR,650774.4354,7191723.095,959864,-25.383664222391978,-49.50126911417019,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
140,FHV-P-7128,P,Pauli,PR,650767.4719,7191683.903,957964,-25.384018734035404,-49.5013339460329,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
141,FHV-P-7129,P,Pauli,PR,650760.573,7191644.701,957631,-25.38437332938573,-49.501398135136505,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
142,FHV-P-7130,P,Pauli,PR,650753.4291,7191600.329,958721,-25.384774621792566,-49.501464183085,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
143,FHV-P-7131,P,Pauli,PR,650749.7019,7191569.748,958964,-25.3850510697329,-49.50149781441193,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
144,FHV-P-7132,P,Pauli,PR,650746.1558,7191531.834,957934,-25.38539369813034,-49.50152882890666,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
145,FHV-P-7133,P,Pauli,PR,650743.9796,7191493.541,957018,-25.385739609255197,-49.5015461876355,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
146,FHV-P-7134,P,Pauli,PR,650591.2365,7191353.185,961070,-25.38702213246015,-49.503048475724064,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
147,FHV-P-7135,P,Pauli,PR,650699.2471,7191179.981,961670,-25.38857480629643,-49.501955787892406,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
148,FHV-P-7136,P,Pauli,PR,650722.2957,7191128.835,961330,-25.38903419441721,-49.50172103232424,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
149,FHV-P-7137,P,Pauli,PR,650742.5805,7191126.448,961220,-25.389053689310337,-49.501519176601974,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
150,FHV-P-7138,P,Pauli,PR,650742.2098,7191141.169,961120,-25.388920832792742,-49.50152450149103,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
151,FHV-P-7139,P,Pauli,PR,650744.1966,7191215.491,960820,-25.388249688597387,-49.50151304103501,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
152,FHV-P-7140,P,Pauli,PR,650743.9674,7191405.732,959150,-25.386532307893916,-49.50153652256747,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
153,FHV-P-7153,P,Pauli,PR,651088.8053,7191228.38,961754,-25.388098401012993,-49.49808979686884,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
154,FHV-P-7154,P,Pauli,PR,651003.3228,7191233.448,961365,-25.3880613221444,-49.49893987718248,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
155,FHV-P-7155,P,Pauli,PR,650940.1107,7191232.959,960168,-25.38807214654152,-49.49956801661197,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
156,FHV-P-7156,P,Pauli,PR,650876.7078,7191235.315,958392,-25.388057304327287,-49.50019836983618,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
157,FHV-P-7159,P,Pauli,PR,650774.4252,7191222.742,962520,-25.38818116907815,-49.50121344059065,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
158,FHV-P-7160,P,Pauli,PR,650850.1643,7191231.298,963.22,-25.388096257523642,-49.50046170790661,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
159,FHV-P-7161,P,Pauli,PR,650876.5221,7191230.318,963.67,-25.38810243361818,-49.500199657837825,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
160,FHV-P-7162,P,Pauli,PR,650772.3113,7191141.147,965420,-25.388917983209737,-49.501225351669305,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
161,FHV-P-7163,P,Pauli,PR,650774.2896,7191215.154,962640,-25.388249683594083,-49.50121394222325,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
162,FHV-P-7171,P,Pauli,PR,650772.7186,7191125.03,961854,-25.389063438404484,-49.50121950708601,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
163,FHV-P-7179,P,Pauli,PR,651350.2917,7192195.665,971457,-25.379339679365682,-49.495599403277886,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
164,FHV-P-7185,P,Pauli,PR,650940.0372,7191227.958,964814,-25.388117300562076,-49.49956818890193,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
165,FHV-P-7186,P,Pauli,PR,651003.3615,7191228.448,966527,-25.388106455747685,-49.49893893432059,,,,,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
166,FHV-V-0001,V,JUFAP,PR,640981.85,7186689.39,822.72,-25.43006725534657,-49.5980604084297,,PA2,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
167,FHV-V-0002,V,JUFAP/DOM RODRIGO,PR,639655.48,7186152.42,855.71,-25.435040213898862,-49.6111913155839,,PA2,0.08,0.09,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
168,FHV-V-0003,V,JUFAP,PR,639655.9,7186164.98,855.56,-25.434926784040655,-49.61118844010996,,PA1,0.02,0.07,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
169,FHV-V-0004,V,JUFAP,PR,639652.96,7186401.72,856.48,-25.4327897958859,-49.611242176425876,,PA1,0.01,0,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
170,FHV-V-0005,V,JUFAP,PR,639652.74,7186419.11,856.32,-25.432632821396183,-49.61124616369234,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
171,FHV-V-0006,V,JUFAP,PR,639652.6,7186428.75,856.24,-25.432545805604633,-49.611248553393196,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
172,FHV-V-0007,V,JUFAP,PR,639651.83,7186482.72,855.36,-25.4320586422249,-49.61126179495893,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
173,FHV-V-0008,V,JUFAP,PR,639651.2,7186499.58,855.08,-25.431906491039403,-49.61126980347502,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
174,FHV-V-0009,V,JUFAP,PR,639650.64,7186514.61,855.37,-25.43177085432851,-49.611276926616014,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
175,FHV-V-0010,V,JUFAP,PR,639648.81,7186541.55,855.88,-25.431527814676013,-49.61129790867815,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
176,FHV-V-0011,V,JUFAP,PR,639648.47,7186546.57,855.61,-25.43148252656778,-49.6113018084998,,PA1,0.01,0,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
177,FHV-V-0012,V,JUFAP,PR,639645.29,7186578.29,853.91,-25.431196460403623,-49.61133670671404,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
178,FHV-V-0013,V,JUFAP,PR,639643.45,7186594.35,853.04,-25.431051645226056,-49.611356661918144,,PA1,0.06,0.04,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
179,FHV-V-0014,V,JUFAP,PR,639638.58,7186636.89,853.71,-25.430668055935616,-49.61140948131879,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
180,FHV-V-0015,V,JUFAP,PR,639634.42,7186673.32,853.11,-25.43033956036213,-49.61145460934961,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
181,FHV-V-0016,V,JUFAP,PR,639632.89,7186686.58,852.89,-25.430219994139296,-49.6114711925103,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
182,FHV-V-0017,V,JUFAP,PR,639628.92,7186721.02,850.41,-25.429909446188713,-49.61151422528762,,PA1,0.02,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
183,FHV-V-0018,V,JUFAP,PR,639620.69,7186790.69,848.42,-25.429281245386022,-49.61160325490572,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
184,FHV-V-0019,V,JUFAP,PR,639618.09,7186805.4,848,-25.429148689185546,-49.61163062540416,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
185,FHV-V-0020,V,JUFAP,PR,639615.16,7186821.92,847.3,-25.428999823470164,-49.61166146386889,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
186,FHV-V-0021,V,JUFAP,PR,639613.23,7186829.95,846.96,-25.428927510712448,-49.61168148217317,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
187,FHV-V-0022,V,JUFAP,PR,639607.75,7186852.76,847,-25.428722099009736,-49.61173832258227,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
188,FHV-V-0023,V,JUFAP,PR,639606.13,7186858.09,847.01,-25.42867413245937,-49.61175497954048,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
189,FHV-V-0024,V,JUFAP,PR,639598.51,7186883.18,846.65,-25.4284483381111,-49.61183333074003,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
190,FHV-V-0025,V,JUFAP,PR,639597.23,7186886.77,846.6,-25.42841604816472,-49.61184642745538,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
191,FHV-V-0026,V,JUFAP,PR,639589.98,7186906.36,845.86,-25.42823987248211,-49.611920530974665,,PA1,0.02,0.02,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
192,FHV-V-0027,V,JUFAP,PR,639588.89,7186909.16,845.95,-25.428214696725355,-49.61193165701115,,PA1,0.02,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
193,FHV-V-0028,V,JUFAP,PR,639579.31,7186931.82,846.72,-25.428011024148475,-49.612029241835,,PA1,0,0,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
194,FHV-V-0029,V,JUFAP,PR,639579.02,7186932.5,847.46,-25.428004912408493,-49.612032195243394,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
195,FHV-V-0030,V,JUFAP,PR,639567.38,7186956.28,848.3,-25.42779132195048,-49.612150375298036,,PA1,0.02,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
196,FHV-V-0031,V,JUFAP,PR,639566.28,7186958.26,848.43,-25.427773549995468,-49.61216151585552,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
197,FHV-V-0032,V,JUFAP,PR,639555.38,7186977.87,849.01,-25.42759753630129,-49.612271907436714,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
198,FHV-V-0033,V,JUFAP,PR,639551.91,7186984.1,849.41,-25.427541618269206,-49.6123070490502,,PA1,0.02,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
199,FHV-V-0034,V,JUFAP,PR,639547.09,7186991.73,849.91,-25.42747318791669,-49.61235575655753,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
200,FHV-V-0035,V,JUFAP,PR,639539.16,7187004.29,850.42,-25.42736054195716,-49.61243589211498,,PA1,0.02,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
201,FHV-V-0036,V,JUFAP,PR,639533.71,7187012.16,850.75,-25.427290004005656,-49.61249088748802,,PA1,0.05,0.05,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
202,FHV-V-0037,V,JUFAP,PR,639525.57,7187023.93,850.19,-25.427184509724505,-49.61257302885177,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
203,FHV-V-0038,V,JUFAP,PR,639514.52,7187038.68,849.46,-25.427052385392,-49.6126844081017,,PA1,0.03,0.03,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
204,FHV-V-0039,V,JUFAP,PR,639487.69,7187074.49,846.61,-25.42673161424918,-49.61295484155152,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
205,FHV-V-0040,V,JUFAP,PR,639477.31,7187086.84,845.58,-25.42662109369921,-49.6130593111017,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
206,FHV-V-0041,V,JUFAP,PR,639466.32,7187098.66,844.56,-25.42651541510248,-49.6131697900229,,PA1,0.01,0,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
207,FHV-V-0042,V,JUFAP,PR,639454.92,7187109.96,843.54,-25.426414469399962,-49.613284291043314,,PA1,0.01,0,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
208,FHV-V-0043,V,JUFAP,PR,639445.4,7187118.56,842.73,-25.426337722579856,-49.61337982286689,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
209,FHV-V-0044,V,JUFAP,PR,639442.9,7187120.81,842.5,-25.426317644331505,-49.61340490911725,,PA1,0.01,0,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
210,FHV-V-0045,V,JUFAP,PR,639430.79,7187130.73,841.41,-25.426229223559844,-49.61352632565773,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
211,FHV-V-0046,V,JUFAP,PR,639408.61,7187148.33,839.43,-25.426072412874795,-49.613748646196285,,PA1,0.05,0.03,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
212,FHV-V-0047,V,JUFAP,PR,639368.94,7187179.82,839.45,-25.42579184421131,-49.61414627697882,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
213,FHV-V-0048,V,JUFAP,PR,639327.06,7187215.22,839.47,-25.42547618238528,-49.61456628016831,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
214,FHV-V-0049,V,JUFAP,PR,639241.96,7187288.99,839.52,-25.424818167413296,-49.61541990790243,,PA1,0.03,0.06,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
215,FHV-V-0050,V,JUFAP,PR,639237.98,7187292.45,839.07,-25.424787303641896,-49.61545983159228,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
216,FHV-V-0051,V,JUFAP,PR,639225,7187302.12,837.72,-25.4247012195013,-49.61558986834936,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
217,FHV-V-0052,V,JUFAP,PR,639211.43,7187310.94,836.36,-25.424622864234212,-49.61572568267304,,PA1,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50
218,FHV-V-0053,V,JUFAP,PR,639201.69,7187316.25,835.49,-25.42457583816704,-49.615823059365326,,PA2,0.01,0.01,,LEVANTADO,2025-10-20 17:23:50,2025-10-20 17:23:50